pair,name,operations,sample,wall_ns,allocated_words
2,eta_signal.raw.failed_retry.depth_100.position_last,32768,9,17562.102585,11919.007263
2,eta_signal.public_sync.successful.depth_1.position_none,524288,1,1598.020845,2059.000086
2,eta_signal.public_sync.successful.depth_1.position_none,524288,2,1602.394150,2059.000086
2,eta_signal.public_sync.successful.depth_1.position_none,524288,3,1608.798812,2059.000086
2,eta_signal.public_sync.successful.depth_1.position_none,524288,4,1608.219009,2059.000086
2,eta_signal.public_sync.successful.depth_1.position_none,524288,5,1604.825684,2059.000086
2,eta_signal.public_sync.successful.depth_1.position_none,524288,6,1604.358658,2059.000086
2,eta_signal.public_sync.successful.depth_1.position_none,524288,7,1573.970621,2059.000086
2,eta_signal.public_sync.successful.depth_1.position_none,524288,8,1565.219463,2059.000086
2,eta_signal.public_sync.successful.depth_1.position_none,524288,9,1563.375463,2059.000086
2,eta_signal.public_sync.failed_retry.depth_1.position_last,262144,1,2483.482604,3055.000172
2,eta_signal.public_sync.failed_retry.depth_1.position_last,262144,2,2467.991180,3055.000172
2,eta_signal.public_sync.failed_retry.depth_1.position_last,262144,3,2487.396159,3055.000172
2,eta_signal.public_sync.failed_retry.depth_1.position_last,262144,4,2500.278242,3055.000172
2,eta_signal.public_sync.failed_retry.depth_1.position_last,262144,5,2489.906365,3055.000172
2,eta_signal.public_sync.failed_retry.depth_1.position_last,262144,6,2534.973646,3055.000172
2,eta_signal.public_sync.failed_retry.depth_1.position_last,262144,7,2520.934686,3055.000172
2,eta_signal.public_sync.failed_retry.depth_1.position_last,262144,8,2538.814442,3055.000172
2,eta_signal.public_sync.failed_retry.depth_1.position_last,262144,9,2536.678039,3055.000172
2,eta_signal.public_sync.successful.depth_10.position_none,262144,1,2450.584361,2671.000172
2,eta_signal.public_sync.successful.depth_10.position_none,262144,2,2405.757186,2671.000172
2,eta_signal.public_sync.successful.depth_10.position_none,262144,3,2406.139174,2671.000172
2,eta_signal.public_sync.successful.depth_10.position_none,262144,4,2471.962034,2671.000172
2,eta_signal.public_sync.successful.depth_10.position_none,262144,5,2477.763701,2671.000172
2,eta_signal.public_sync.successful.depth_10.position_none,262144,6,2455.356480,2671.000172
2,eta_signal.public_sync.successful.depth_10.position_none,262144,7,2480.644071,2671.000172
2,eta_signal.public_sync.successful.depth_10.position_none,262144,8,2463.100827,2671.000172
2,eta_signal.public_sync.successful.depth_10.position_none,262144,9,2458.560630,2671.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_last,131072,1,4065.146641,4027.000343
2,eta_signal.public_sync.failed_retry.depth_10.position_last,131072,2,4065.062967,4027.000343
2,eta_signal.public_sync.failed_retry.depth_10.position_last,131072,3,4073.364835,4027.000343
2,eta_signal.public_sync.failed_retry.depth_10.position_last,131072,4,4073.684977,4027.000343
2,eta_signal.public_sync.failed_retry.depth_10.position_last,131072,5,4066.299880,4027.000343
2,eta_signal.public_sync.failed_retry.depth_10.position_last,131072,6,4069.044735,4027.000343
2,eta_signal.public_sync.failed_retry.depth_10.position_last,131072,7,4074.370736,4027.000343
2,eta_signal.public_sync.failed_retry.depth_10.position_last,131072,8,4062.354492,4027.000343
2,eta_signal.public_sync.failed_retry.depth_10.position_last,131072,9,4059.860657,4027.000343
2,eta_signal.public_sync.failed_retry.depth_10.position_first,262144,1,3441.543413,3667.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_first,262144,2,3426.639523,3667.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_first,262144,3,3432.098310,3667.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_first,262144,4,3437.202395,3667.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_first,262144,5,3431.518053,3667.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_first,262144,6,3431.110599,3667.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_first,262144,7,3388.370715,3667.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_first,262144,8,3386.138815,3667.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_first,262144,9,3385.097443,3667.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_middle,262144,1,3713.043952,3827.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_middle,262144,2,3738.921805,3827.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_middle,262144,3,3739.154636,3827.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_middle,262144,4,3737.827683,3827.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_middle,262144,5,3719.170309,3827.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_middle,262144,6,3746.722541,3827.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_middle,262144,7,3742.889021,3827.000172
2,eta_signal.public_sync.failed_retry.depth_10.position_middle,262144,8,3722.194378,3827.000172
