pair,name,graph_size,operations,sample,wall_ns,allocated_words
1,b.boxed_old.changed.depth_100,101,524288,3,918.020305,4.000019
1,b.boxed_old.changed.depth_100,101,524288,4,926.664598,4.000019
1,b.boxed_old.changed.depth_100,101,524288,5,905.212346,4.000019
1,b.boxed_old.changed.depth_100,101,524288,6,904.432454,4.000019
1,b.boxed_old.changed.depth_100,101,524288,7,905.853085,4.000019
1,b.boxed_old.changed.depth_100,101,524288,8,904.176886,4.000019
1,b.boxed_old.changed.depth_100,101,524288,9,904.689841,4.000019
1,incremental.c.raw.boxed_old.changed.depth_100,101,524288,1,1099.321253,0.000019
1,incremental.c.raw.boxed_old.changed.depth_100,101,524288,2,1098.365829,0.000019
1,incremental.c.raw.boxed_old.changed.depth_100,101,524288,3,1099.481324,0.000019
1,incremental.c.raw.boxed_old.changed.depth_100,101,524288,4,1100.459940,0.000019
1,incremental.c.raw.boxed_old.changed.depth_100,101,524288,5,1098.529992,0.000019
1,incremental.c.raw.boxed_old.changed.depth_100,101,524288,6,1099.655037,0.000019
1,incremental.c.raw.boxed_old.changed.depth_100,101,524288,7,1099.941073,0.000019
1,incremental.c.raw.boxed_old.changed.depth_100,101,524288,8,1099.119345,0.000019
1,incremental.c.raw.boxed_old.changed.depth_100,101,524288,9,1083.150437,0.000019
1,c.boxed_old.changed.depth_100,101,524288,1,1057.178451,4.000019
1,c.boxed_old.changed.depth_100,101,524288,2,1055.047960,4.000019
1,c.boxed_old.changed.depth_100,101,524288,3,1054.348104,4.000019
1,c.boxed_old.changed.depth_100,101,524288,4,1056.512701,4.000019
1,c.boxed_old.changed.depth_100,101,524288,5,1060.811883,4.000019
1,c.boxed_old.changed.depth_100,101,524288,6,1058.681391,4.000019
1,c.boxed_old.changed.depth_100,101,524288,7,1052.816515,4.000019
1,c.boxed_old.changed.depth_100,101,524288,8,1054.819222,4.000019
1,c.boxed_old.changed.depth_100,101,524288,9,1053.897904,4.000019
1,control.boxed_old.old_ref_store,1,16777216,1,1.391172,0.000001
1,control.boxed_old.old_ref_store,1,16777216,2,1.386468,0.000001
1,control.boxed_old.old_ref_store,1,16777216,3,1.388017,0.000001
1,control.boxed_old.old_ref_store,1,16777216,4,1.389211,0.000001
1,control.boxed_old.old_ref_store,1,16777216,5,1.387178,0.000001
1,control.boxed_old.old_ref_store,1,16777216,6,1.390291,0.000001
1,control.boxed_old.old_ref_store,1,16777216,7,1.386994,0.000001
1,control.boxed_old.old_ref_store,1,16777216,8,1.386454,0.000001
