pair,name,graph_size,operations,sample,wall_ns,allocated_words
3,capsule.raw.dynamic.switch,3,16777216,1,11.079138,12.000001
3,capsule.raw.dynamic.switch,3,16777216,2,11.069417,12.000001
3,capsule.raw.dynamic.switch,3,16777216,3,11.078171,12.000001
3,capsule.raw.dynamic.switch,3,16777216,4,11.236310,12.000001
3,capsule.raw.dynamic.switch,3,16777216,5,11.188874,12.000001
3,capsule.raw.dynamic.switch,3,16777216,6,11.083557,12.000001
3,capsule.raw.dynamic.switch,3,16777216,7,11.088005,12.000001
3,capsule.raw.dynamic.switch,3,16777216,8,11.084566,12.000001
3,capsule.raw.dynamic.switch,3,16777216,9,11.113457,12.000001
3,journal.raw.dynamic.switch,3,16777216,1,6.460780,10.000001
3,journal.raw.dynamic.switch,3,16777216,2,6.459842,10.000001
3,journal.raw.dynamic.switch,3,16777216,3,6.462628,10.000001
3,journal.raw.dynamic.switch,3,16777216,4,6.464475,10.000001
3,journal.raw.dynamic.switch,3,16777216,5,6.479084,10.000001
3,journal.raw.dynamic.switch,3,16777216,6,6.464546,10.000001
3,journal.raw.dynamic.switch,3,16777216,7,6.475020,10.000001
3,journal.raw.dynamic.switch,3,16777216,8,6.461448,10.000001
3,journal.raw.dynamic.switch,3,16777216,9,6.460425,10.000001
3,eta_reference.dynamic_scope_cleanup,3,65536,1,7588.103472,6429.001160
3,eta_reference.dynamic_scope_cleanup,3,65536,2,7598.708180,6429.001160
3,eta_reference.dynamic_scope_cleanup,3,65536,3,7644.437574,6429.001160
3,eta_reference.dynamic_scope_cleanup,3,65536,4,7744.583854,6429.001160
3,eta_reference.dynamic_scope_cleanup,3,65536,5,7572.205504,6429.001160
3,eta_reference.dynamic_scope_cleanup,3,65536,6,7631.453627,6429.001160
3,eta_reference.dynamic_scope_cleanup,3,65536,7,7703.140000,6429.001160
3,eta_reference.dynamic_scope_cleanup,3,65536,8,7559.341611,6429.001160
3,eta_reference.dynamic_scope_cleanup,3,65536,9,7635.451766,6429.001160
3,incremental.raw.keyed.data.10000,10000,2097152,1,266.992060,180.000005
3,incremental.raw.keyed.data.10000,10000,2097152,2,263.713446,180.000005
3,incremental.raw.keyed.data.10000,10000,2097152,3,269.163593,180.000005
3,incremental.raw.keyed.data.10000,10000,2097152,4,274.190484,180.000005
3,incremental.raw.keyed.data.10000,10000,2097152,5,281.828420,180.000005
3,incremental.raw.keyed.data.10000,10000,2097152,6,278.387006,180.000005
3,incremental.raw.keyed.data.10000,10000,2097152,7,269.209863,180.000005
3,incremental.raw.keyed.data.10000,10000,2097152,8,269.500219,180.000005
3,incremental.raw.keyed.data.10000,10000,2097152,9,269.378688,180.000005
3,capsule.raw.keyed.data.10000,10000,8388608,1,101.024995,160.000001
3,capsule.raw.keyed.data.10000,10000,8388608,2,100.402701,160.000001
3,capsule.raw.keyed.data.10000,10000,8388608,3,100.870011,160.000001
3,capsule.raw.keyed.data.10000,10000,8388608,4,101.502053,160.000001
3,capsule.raw.keyed.data.10000,10000,8388608,5,100.827208,160.000001
3,capsule.raw.keyed.data.10000,10000,8388608,6,100.605376,160.000001
3,capsule.raw.keyed.data.10000,10000,8388608,7,100.498056,160.000001
3,capsule.raw.keyed.data.10000,10000,8388608,8,101.150533,160.000001
3,capsule.raw.keyed.data.10000,10000,8388608,9,101.473347,160.000001
3,incremental.raw.keyed.data.100000,100000,2097152,1,328.739702,228.000005
3,incremental.raw.keyed.data.100000,100000,2097152,2,303.681304,228.000005
3,incremental.raw.keyed.data.100000,100000,2097152,3,309.241273,228.000005
3,incremental.raw.keyed.data.100000,100000,2097152,4,310.443397,228.000005
3,incremental.raw.keyed.data.100000,100000,2097152,5,311.248755,228.000005
3,incremental.raw.keyed.data.100000,100000,2097152,6,311.715098,228.000005
3,incremental.raw.keyed.data.100000,100000,2097152,7,313.139822,228.000005
3,incremental.raw.keyed.data.100000,100000,2097152,8,313.085479,228.000005
3,incremental.raw.keyed.data.100000,100000,2097152,9,332.912919,228.000005
3,capsule.raw.keyed.data.100000,100000,4194304,1,126.390205,208.000002
3,capsule.raw.keyed.data.100000,100000,4194304,2,125.957740,208.000002
3,capsule.raw.keyed.data.100000,100000,4194304,3,127.993587,208.000002
3,capsule.raw.keyed.data.100000,100000,4194304,4,128.152124,208.000002
3,capsule.raw.keyed.data.100000,100000,4194304,5,130.538922,208.000002
3,capsule.raw.keyed.data.100000,100000,4194304,6,126.334385,208.000002
3,capsule.raw.keyed.data.100000,100000,4194304,7,126.391171,208.000002
3,capsule.raw.keyed.data.100000,100000,4194304,8,125.984684,208.000002
3,capsule.raw.keyed.data.100000,100000,4194304,9,128.221018,208.000002
3,incremental.raw.keyed.membership.10000,10000,2097152,1,413.980956,343.500005
3,incremental.raw.keyed.membership.10000,10000,2097152,2,418.217610,343.500005
3,incremental.raw.keyed.membership.10000,10000,2097152,3,411.119458,343.500005
3,incremental.raw.keyed.membership.10000,10000,2097152,4,416.424200,343.500005
3,incremental.raw.keyed.membership.10000,10000,2097152,5,416.952048,343.500005
3,incremental.raw.keyed.membership.10000,10000,2097152,6,410.402777,343.500005
3,incremental.raw.keyed.membership.10000,10000,2097152,7,416.968305,343.500005
3,incremental.raw.keyed.membership.10000,10000,2097152,8,410.700864,343.500005
3,incremental.raw.keyed.membership.10000,10000,2097152,9,416.094394,343.500005
3,capsule.raw.keyed.membership.10000,10000,4194304,1,151.542167,269.000002
3,capsule.raw.keyed.membership.10000,10000,4194304,2,150.004382,269.000002
3,capsule.raw.keyed.membership.10000,10000,4194304,3,149.614834,269.000002
3,capsule.raw.keyed.membership.10000,10000,4194304,4,150.026096,269.000002
3,capsule.raw.keyed.membership.10000,10000,4194304,5,149.760012,269.000002
3,capsule.raw.keyed.membership.10000,10000,4194304,6,150.562983,269.000002
