pair,name,operations,sample,wall_ns,allocated_words
3,incremental.raw.changed.depth_10,8388608,3,98.343605,0.000001
3,incremental.raw.changed.depth_10,8388608,4,97.385907,0.000001
3,incremental.raw.changed.depth_10,8388608,5,97.468956,0.000001
3,incremental.raw.changed.depth_10,8388608,6,102.965970,0.000001
3,incremental.raw.changed.depth_10,8388608,7,102.541804,0.000001
3,incremental.raw.changed.depth_10,8388608,8,102.511308,0.000001
3,incremental.raw.changed.depth_10,8388608,9,102.404726,0.000001
3,raw.changed.depth_10,16777216,1,51.182496,4.000001
3,raw.changed.depth_10,16777216,2,51.171355,4.000001
3,raw.changed.depth_10,16777216,3,51.222443,4.000001
3,raw.changed.depth_10,16777216,4,51.213320,4.000001
3,raw.changed.depth_10,16777216,5,51.228056,4.000001
3,raw.changed.depth_10,16777216,6,51.227033,4.000001
3,raw.changed.depth_10,16777216,7,51.235617,4.000001
3,raw.changed.depth_10,16777216,8,51.249984,4.000001
3,raw.changed.depth_10,16777216,9,51.091845,4.000001
3,incremental.raw.changed.depth_100,524288,1,1056.665496,0.000019
3,incremental.raw.changed.depth_100,524288,2,1046.031684,0.000019
3,incremental.raw.changed.depth_100,524288,3,982.595338,0.000019
3,incremental.raw.changed.depth_100,524288,4,983.776317,0.000019
3,incremental.raw.changed.depth_100,524288,5,981.775429,0.000019
3,incremental.raw.changed.depth_100,524288,6,984.514372,0.000019
3,incremental.raw.changed.depth_100,524288,7,983.791324,0.000019
3,incremental.raw.changed.depth_100,524288,8,983.049631,0.000019
3,incremental.raw.changed.depth_100,524288,9,983.364316,0.000019
3,raw.changed.depth_100,1048576,1,520.603180,4.000010
3,raw.changed.depth_100,1048576,2,521.301217,4.000010
3,raw.changed.depth_100,1048576,3,521.083848,4.000010
3,raw.changed.depth_100,1048576,4,522.177743,4.000010
3,raw.changed.depth_100,1048576,5,522.154778,4.000010
3,raw.changed.depth_100,1048576,6,521.328047,4.000010
3,raw.changed.depth_100,1048576,7,522.265282,4.000010
3,raw.changed.depth_100,1048576,8,521.597940,4.000010
3,raw.changed.depth_100,1048576,9,519.386276,4.000010
3,incremental.raw.cutoff.depth_10,16777216,1,31.912506,0.000001
3,incremental.raw.cutoff.depth_10,16777216,2,31.883658,0.000001
3,incremental.raw.cutoff.depth_10,16777216,3,31.848671,0.000001
3,incremental.raw.cutoff.depth_10,16777216,4,31.380836,0.000001
3,incremental.raw.cutoff.depth_10,16777216,5,30.926643,0.000001
3,incremental.raw.cutoff.depth_10,16777216,6,31.006394,0.000001
3,incremental.raw.cutoff.depth_10,16777216,7,30.930821,0.000001
3,incremental.raw.cutoff.depth_10,16777216,8,30.733815,0.000001
3,incremental.raw.cutoff.depth_10,16777216,9,30.458096,0.000001
3,raw.cutoff.depth_10,16777216,1,18.448532,4.000001
3,raw.cutoff.depth_10,16777216,2,18.449597,4.000001
3,raw.cutoff.depth_10,16777216,3,18.442094,4.000001
3,raw.cutoff.depth_10,16777216,4,18.439948,4.000001
3,raw.cutoff.depth_10,16777216,5,18.455083,4.000001
3,raw.cutoff.depth_10,16777216,6,18.456163,4.000001
3,raw.cutoff.depth_10,16777216,7,18.460625,4.000001
3,raw.cutoff.depth_10,16777216,8,18.466537,4.000001
3,raw.cutoff.depth_10,16777216,9,18.463723,4.000001
3,raw.fan_in.diamond,8388608,1,61.405075,16.000001
3,raw.fan_in.diamond,8388608,2,61.872242,16.000001
3,raw.fan_in.diamond,8388608,3,61.974532,16.000001
3,raw.fan_in.diamond,8388608,4,62.178628,16.000001
3,raw.fan_in.diamond,8388608,5,62.159899,16.000001
3,raw.fan_in.diamond,8388608,6,60.668953,16.000001
3,raw.fan_in.diamond,8388608,7,60.779684,16.000001
3,raw.fan_in.diamond,8388608,8,60.661336,16.000001
3,raw.fan_in.diamond,8388608,9,60.965306,16.000001
