name,operations,sample,wall_ns,allocated_words
incr_map.child_change.100000,4194304,3,128.539796,108.000002
incr_map.child_change.100000,4194304,4,128.323279,108.000002
incr_map.child_change.100000,4194304,5,128.062993,108.000002
incr_map.child_change.100000,4194304,6,128.885517,108.000002
incr_map.child_change.100000,4194304,7,130.618844,108.000002
incr_map.child_change.100000,4194304,8,131.080355,108.000002
incr_map.child_change.100000,4194304,9,130.142212,108.000002
eta_signal_map.child_change.100000,32,1,27147807.180882,464.312500
eta_signal_map.child_change.100000,32,2,27124308.049679,464.312500
eta_signal_map.child_change.100000,32,3,27158819.139004,464.312500
eta_signal_map.child_change.100000,32,4,27120970.189571,464.312500
eta_signal_map.child_change.100000,32,5,27180843.055248,464.312500
eta_signal_map.child_change.100000,32,6,27276903.390884,464.312500
eta_signal_map.child_change.100000,32,7,27612566.947937,464.312500
eta_signal_map.child_change.100000,32,8,27780465.781689,464.312500
eta_signal_map.child_change.100000,32,9,27112163.603306,464.312500
