attack_id,second,rss_kb,live_words,minor_words_delta,major_words_delta,user_cpu_seconds_delta,system_cpu_seconds_delta,fd_count,fiber_count,stream_active,stream_cancelled,stream_live,frames_seen,dropped_frames,disconnected,error_class
rst_rate_exceeded,18,38624,149208,2097150,102529,0.009003,0.005024,4,0,0,0,0,4750,4650,true,rst_rate_exceeded
rst_rate_exceeded,19,38624,149208,2097150,102529,0.009003,0.005239,4,0,0,0,0,5000,4900,true,rst_rate_exceeded
rst_rate_exceeded,20,38624,149208,2097150,102529,0.009003,0.005495,4,0,0,0,0,5250,5150,true,rst_rate_exceeded
rst_rate_exceeded,21,38624,149208,2097150,102529,0.009003,0.005838,4,0,0,0,0,5500,5400,true,rst_rate_exceeded
rst_rate_exceeded,22,38624,149208,2097150,102529,0.009003,0.006130,4,0,0,0,0,5750,5650,true,rst_rate_exceeded
rst_rate_exceeded,23,38624,149208,2097150,102529,0.009003,0.006502,4,0,0,0,0,6000,5900,true,rst_rate_exceeded
rst_rate_exceeded,24,38624,149208,2097150,102529,0.009003,0.006811,4,0,0,0,0,6250,6150,true,rst_rate_exceeded
rst_rate_exceeded,25,38624,149208,2097150,102529,0.009003,0.007059,4,0,0,0,0,6500,6400,true,rst_rate_exceeded
rst_rate_exceeded,26,38624,149208,2097150,102529,0.009003,0.007321,4,0,0,0,0,6750,6650,true,rst_rate_exceeded
rst_rate_exceeded,27,38624,149208,2097150,102529,0.009003,0.007495,4,0,0,0,0,7000,6900,true,rst_rate_exceeded
rst_rate_exceeded,28,38624,149208,2097150,102529,0.009003,0.007778,4,0,0,0,0,7250,7150,true,rst_rate_exceeded
rst_rate_exceeded,29,38624,149208,2097150,102529,0.009003,0.008000,4,0,0,0,0,7500,7400,true,rst_rate_exceeded
rst_rate_exceeded,30,38624,149208,2097150,102529,0.009003,0.008333,4,0,0,0,0,7750,7650,true,rst_rate_exceeded
ping_flood,0,38560,149208,2097150,102529,0.004624,0.004347,4,0,0,0,0,1000,900,true,connection_closed
ping_flood,1,38624,149208,2097150,102529,0.004802,0.004438,4,0,0,0,0,2000,1900,true,connection_closed
ping_flood,2,38624,149208,2097150,102529,0.004967,0.004523,4,0,0,0,0,3000,2900,true,connection_closed
